brand,model_slug,text,rating
TVS Motors,iqube-st,This is my first and best scooter or ev i ride and ask about its milege is very very good and the comfort he provides is the best comfort and it is easy to carry my tiffin bottle.....,5
TVS Motors,iqube-st,Tvs iqube st is a good electric scooter and give comfortable ride and good range in real life and good breaking in tvs iqube its handling and ride quality of tvs iqube is very.....,5
TVS Motors,iqube-st,Best scooter in the market coz it is more reliable and offers a great range and good comfort and it is very easy to drive in city areas effortlessly by which i can cover my day.....,5
TVS Motors,iqube-st,Good vechile compared to other electric vechile overall the performance of the vechile is good but they should have increased the speed of the vechile,4.5
TVS Motors,iqube-st,Best for economy which gives a better mileage at low cost and which recharge within the less interval of time,5
TVS Motors,iqube-st,Excellent bike good performance and very good looking bike features are extraordinary fantastic mind blowing bike so good and looks are very attractive,5
TVS Motors,iqube-st,"The brand has knocked it out of the park with the TVS iQube ST electric scooter that’s designed around style, power, and technology. It has a stylish and an aerodynamic design.....",4.2
TVS Motors,iqube-st,"From the dealer side experience is very good, they delivered Scooty on time and all the accessories have been installed from them, The Riding experience has been wonderful, on a.....",4.5
TVS Motors,iqube-st,"The design of overall bike is good, and performance, range also good the bike torque is also good the overall efficiency is good",4.8
TVS Motors,iqube-st,It have best features and technology with more update it is Indians best electric scooty and also front is great,4.7
TVS Motors,iqube-st,"While the TVS iQube ST 5kW is a solid electric scooter, it may not excel in every aspect. Potential buyers should weigh its performance, range, and features against their specific.....",4
TVS Motors,iqube-st,"Great , i have ride many times & great experience , i love it , i want to buy tvs iqube st best bike",5
TVS Motors,iqube-st,Ist good for ride in city and office work best scooter in the whole market superb and good bike for any work,4.8
TVS Motors,iqube-st,iqube is only good looking but it's built quality is very low. chassis broken in just few months. go for other brand.,2.7
TVS Motors,iqube-st,Very good and decent to drive here the top speed I guess 80 kmph and the sitting comfort is on another level and range is also good about 130+ although nice,4.7
TVS Motors,iqube-st,Gadi chalne ko acchi smooth bhi acchi battery acchi hai chalne ko Vishnu charging achcha hai bete ka smooth hai chalne smooth hai,4.8
TVS Motors,iqube-st,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",
TVS Motors,iqube-st,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,
TVS Motors,iqube-st,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.,
TVS Motors,iqube-st,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍,
